channelId,channelTitle,description,subscriberCount,viewCount,videoCount,brandingTitle,brandingDescription,brandingKeywords,channel_url,keyword_list,kword_list_length,language,country
UC0mpvZ6HIF348nFI9uRIyHw,romathegamerFM,"Bem-vindos ao meu canal. Focado quase exclusivamente no jogo Football Manager. Gameplays, tutoriais, entre muitas outras coisas. 
https://www.youtube.com/@romathegamerFM?sub_confirmation=1
",7590,1898877,1930,romathegamerFM,"Bem-vindos ao meu canal. Focado quase exclusivamente no jogo Football Manager. Gameplays, tutoriais, entre muitas outras coisas. 
https://www.youtube.com/@romathegamerFM?sub_confirmation=1
","football manager portugal pt-br #footballmanager #youtubeFM #gráficosfm #fmpt #FM #scouting #fooballmanager24 #FM24 #fm24 #footballmanager2024 ""football manager"" ""Football Manager portugal"" ""FM portugal"" fm24 ""football manager 2024"" ""FM 24"" ""fm24 playthrough"" #footballmanager ""football manager lets play"" ""football manager playthrough"" ""fm24 benfica"" ""fm24 porto"" ""fm24 sporting"" ""fm24 gameplay"" ""fm24 download"" ""fm24 jovens"" ""fm24 lets play"" ""fm 24"" mundiup sagafm brokentatic regens",https://www.youtube.com/channel/UC0mpvZ6HIF348nFI9uRIyHw,"[football, manager, portugal, pt-br, #footballmanager, #youtubeFM, #gráficosfm, #fmpt, #FM, #scouting, #fooballmanager24, #FM24, #fm24, #footballmanager2024, football manager, Football Manager portugal, FM portugal, fm24, football manager 2024, FM 24, fm24 playthrough, #footballmanager, football manager lets play, football manager playthrough, fm24 benfica, fm24 porto, fm24 sporting, fm24 gameplay, fm24 download, fm24 jovens, fm24 lets play, fm 24, mundiup, sagafm, brokentatic, regens]",36,pt,PT
UCwEexRRE4tRrHKFfF5z1kGw,LucullusGames,"Ciao,
Mi chiamo Alessandro e gioco principalmente a videogame calcistici: Football Manager, Fifa e Pes. Adoro soprattutto la serie di Football Manager che tratto qui su Youtube a 360 gradi con Guide, Tutorial, Tattiche, Serie (finora trovate le playlist del Chievo su FM19, Cagliari su FM20, Bilbao su FM20), Esperimenti tutti realizzati da me. 
Il mio approccio a FM è decisamente competitivo, sono stato il primo italiano (tra i vari content creator) a vincere il Journeyman (una delle modalità di gioco più ostiche), e il primo italiano a portare su Youtube il concetto di Challenge su FM (tipico del mondo anglosassone), ovvero sfide difficili che impongono di vincere trofei specifici in un numero di stagioni limitate, rispettando regole rigorosissime.
Il mio obiettivo è provare a diventare uno dei migliori giocatori di Football Manager sul panorama mondiale.",20500,6437437,929,LucullusGames,"Ciao,
Mi chiamo Alessandro e gioco principalmente a videogame calcistici: Football Manager, Fifa e Pes. Adoro soprattutto la serie di Football Manager che tratto qui su Youtube a 360 gradi con Guide, Tutorial, Tattiche, Serie (finora trovate le playlist del Chievo su FM19, Cagliari su FM20, Bilbao su FM20), Esperimenti tutti realizzati da me. 
Il mio approccio a FM è decisamente competitivo, sono stato il primo italiano (tra i vari content creator) a vincere il Journeyman (una delle modalità di gioco più ostiche), e il primo italiano a portare su Youtube il concetto di Challenge su FM (tipico del mondo anglosassone), ovvero sfide difficili che impongono di vincere trofei specifici in un numero di stagioni limitate, rispettando regole rigorosissime.
Il mio obiettivo è provare a diventare uno dei migliori giocatori di Football Manager sul panorama mondiale.","videogames pc recensioni lucullusgames icniVadoDraNoël ""video recensione"" ""microsoft windows"" steam videogiochi videorecensioni ""football manager"" fm24 ""football manager 2024"" carriera ""carriera allenatore"" guide tutorial rebuild experiment tattiche ""moduli fm"" calcio fm25 ""football manager 2025""",https://www.youtube.com/channel/UCwEexRRE4tRrHKFfF5z1kGw,"[videogames, pc, recensioni, lucullusgames, icniVadoDraNoël, video recensione, microsoft windows, steam, videogiochi, videorecensioni, football manager, fm24, football manager 2024, carriera, carriera allenatore, guide, tutorial, rebuild, experiment, tattiche, moduli fm, calcio, fm25, football manager 2025]",24,it,IT
UCrADlix_abDTJT0ZL7VLQCw,Jake Cooper,"Welcome to the Jake Cooper channel, a Football Manager channel hoping to become one of your new favourites here on YouTube! 👀

If you enjoy FM24, why not check out the videos we have on the channel, with plenty of FM24 rebuilds on the way!

Feel free to join in with the debate and discussion in the comments, and if you enjoy yourself feel free to stick around and subscribe to see more Football manager 2024 content (and inspire me to make more). 

See you in the dugout! ",40800,4665312,430,Jake Cooper,"Welcome to the Jake Cooper channel, a Football Manager channel hoping to become one of your new favourites here on YouTube! 👀

If you enjoy FM24, why not check out the videos we have on the channel, with plenty of FM24 rebuilds on the way!

Feel free to join in with the debate and discussion in the comments, and if you enjoy yourself feel free to stick around and subscribe to see more Football manager 2024 content (and inspire me to make more). 

See you in the dugout! ","Jake ""Jake cooper"" ""Jake Cooper fm"" ""Football manager"" Chelsea ""football manager gameplay"" ""fm saves"" wonderkids ""lets play"" rebuild ""football manger rebuild"" FM23 FM2023 ""FM 23"" ""football manager 23"" ""fm23 save"" ""fm23 rebuild"" fm24 rebuild ""fm24 guide"" ""football manager 24 rebuild"" ""fm24 rebuild"" ""fm24 tutorial"" ""fm scout"" ""fm24 save"" ""fm24 wonderkids"" best ""football manager 2024"" ""football manager 24"" ""FM 24"" ""FM 2024"" ""fm24 tactics"" ""fm scout"" ""omega luke"" rebuild Zealand tomfm ""tom fm"" saves",https://www.youtube.com/channel/UCrADlix_abDTJT0ZL7VLQCw,"[Jake, Jake cooper, Jake Cooper fm, Football manager, Chelsea, football manager gameplay, fm saves, wonderkids, lets play, rebuild, football manger rebuild, FM23, FM2023, FM 23, football manager 23, fm23 save, fm23 rebuild, fm24, rebuild, fm24 guide, football manager 24 rebuild, fm24 rebuild, fm24 tutorial, fm scout, fm24 save, fm24 wonderkids, best, football manager 2024, football manager 24, FM 24, FM 2024, fm24 tactics, fm scout, omega luke, rebuild, Zealand, tomfm, tom fm, saves]",39,en,GB
UC9sj0m0P_2zRFzUgz_rGKTw,Cro Manager,"Najveća hrvatska Football Manager zajednica!
",1490,231624,361,Cro Manager,"Najveća hrvatska Football Manager zajednica!
","""football manager"" ""football manager croatia"" ""football manager hrvatska"" fm24 ""football manager 2024"" bosnia ""bosnia and herzegovina"" ""football manager serbia"" ""fm serbia"" ""football manager montenegro"" ""fm montenegro"" football nogomet fudbal",https://www.youtube.com/channel/UC9sj0m0P_2zRFzUgz_rGKTw,"[football manager, football manager croatia, football manager hrvatska, fm24, football manager 2024, bosnia, bosnia and herzegovina, football manager serbia, fm serbia, football manager montenegro, fm montenegro, football, nogomet, fudbal]",14,hr,HR
UCvaAizopBmz3Gop9tUQrCRA,Saga Manager,"Football Manager

Aqui você encontrará tudo a respeito de Football Manager, desde dicas de jogo, contratação de jogadores e equipe técnica, desenvolvimento de jovens, reprodução de táticas atuais e históricas, listas com indicação para contratação, indicações culturais e muito mais. 

Site: https://www.sagamanager.com.br
Instagram: https://www.instagram.com/sagamanager

",6050,526275,413,Saga Manager,"Football Manager

Aqui você encontrará tudo a respeito de Football Manager, desde dicas de jogo, contratação de jogadores e equipe técnica, desenvolvimento de jovens, reprodução de táticas atuais e históricas, listas com indicação para contratação, indicações culturais e muito mais. 

Site: https://www.sagamanager.com.br
Instagram: https://www.instagram.com/sagamanager

","""football manager"" ""Saga Manager"" ""Gil Costa FM"" ""dicas Football Manager"" ""Jogo de Treinador"" ""jogo de técnico"" ""Série FM"" ""Saga FM"" ""FM 24"" ""Football Manager 2024"" ""dicas iniciantes fm"" ""montar tática fm"" ""canal Football Manager"" ""Canal football Manager brasil"" ""Saga legends"" ""Saga Táticas"" ""Saga Táticas"" ""FM wonderkids"" ""FM jogadores para contratar"" ""Jovens Promessas FM"" ""Gameplay Football Manager"" ""Football Manager Brasil"" ""FM Brasil"" ""Fm em português"" ""FM Portugal"" ""Jogo de Técnico""",https://www.youtube.com/channel/UCvaAizopBmz3Gop9tUQrCRA,"[football manager, Saga Manager, Gil Costa FM, dicas Football Manager, Jogo de Treinador, jogo de técnico, Série FM, Saga FM, FM 24, Football Manager 2024, dicas iniciantes fm, montar tática fm, canal Football Manager, Canal football Manager brasil, Saga legends, Saga Táticas, Saga Táticas, FM wonderkids, FM jogadores para contratar, Jovens Promessas FM, Gameplay Football Manager, Football Manager Brasil, FM Brasil, Fm em português, FM Portugal, Jogo de Técnico]",26,pt,BR
UCOwCTJkFS5-6IIiKH2zkOpw,DG,"Dodgee Gamer - a YouTuber making Football Manager videos taking small clubs and obscure nations to the top. 

This is also your one stop shop for Football Manager 2024 international content with my journeyman series The International Manager of Mystery, my Guide to International Management, custom international competitions, and Euro 2024 challenges.

And this is your place to find the best youth academies in FM 24 with my videos highlighting the best clubs around the world for regen talent.

I also do FM24 experiments simulating and predicting events in the world of football.

You can also find tutorials here sharing what I have learned about the FM24 editor.

#footballmanager #fm24 #fm24euros

Finally, you can find occasional videos for classic #retrogames such as broken sword , survival games such as #LongDark, simulators like #ETS2 / #ATS, and new release #indie games.  :)",6580,1452440,895,DG,"Dodgee Gamer - a YouTuber making Football Manager videos taking small clubs and obscure nations to the top. 

This is also your one stop shop for Football Manager 2024 international content with my journeyman series The International Manager of Mystery, my Guide to International Management, custom international competitions, and Euro 2024 challenges.

And this is your place to find the best youth academies in FM 24 with my videos highlighting the best clubs around the world for regen talent.

I also do FM24 experiments simulating and predicting events in the world of football.

You can also find tutorials here sharing what I have learned about the FM24 editor.

#footballmanager #fm24 #fm24euros

Finally, you can find occasional videos for classic #retrogames such as broken sword , survival games such as #LongDark, simulators like #ETS2 / #ATS, and new release #indie games.  :)","""Football Manager"" ""American Truck Simulator"" ""Euro Truck Simulator"" Gameplay ""Let's Play"" ""Retro Gaming"" ""Point and Click"" Journeyman ""Football Manager 2023"" FM2023 Newgens Regens Wonderkids ""FM 23"" ""FM 2023"" FM23beta ""FM23 beta"" ""International Manager"" ""Road to Glory"" ""Double Challenge"" ""Youth Academy"" ""Youth set-ups"" ""Small club to big club"" LLM ""lower league management"" ""obscure clubs"" FM23 ""FM23 release date"" ""glory hunter""",https://www.youtube.com/channel/UCOwCTJkFS5-6IIiKH2zkOpw,"[Football Manager, American Truck Simulator, Euro Truck Simulator, Gameplay, Let's Play, Retro Gaming, Point and Click, Journeyman, Football Manager 2023, FM2023, Newgens, Regens, Wonderkids, FM 23, FM 2023, FM23beta, FM23 beta, International Manager, Road to Glory, Double Challenge, Youth Academy, Youth set-ups, Small club to big club, LLM, lower league management, obscure clubs, FM23, FM23 release date, glory hunter]",29,en,GB
UCqUaXU5g5wzMC30tuuyq7ww,Si Paling Football Manager,"Buat kamu pemain Football Manager (FM) Mobile 2024, kamu sudah berada di channel yang tepat! 

Channel ini punya visi dan misi jadi one stop solution kamu yang cari video tutorial FM Mobile 2024 berisi tips & trick, sampai daftar pemain free agent gratisan & wonderkid, dan masih banyak lainnya. 

Channel ini dikelola pecinta sepakbola yang mulai cinta olahraga ini sejak Piala Dunia 2002 di Jepang-Korsel. Mulai bermain game manager bola sejak zaman Championship Manager 05 pas Messi baru masuk ke tim utama Barcelona  dari La Masiadan Cristiano Ronaldo baru masuk musim keduanya di MU. Mulai main game bola dari zaman WE 4 di PS.

Sekiranya teman-teman ada yang mau traktir gw beliin kopi bisa langsung transfer aja ke Bank BTPN rekening 90130084781 a.n Benediktus Krisna Yogatama, dengan keterangan transfer ""Traktir kopi Si Paling FM"". Berapa pun nominalnya bebas aja, seiklasnya aja manteman.

Langsung aja ditonton gaes. jangan lupa like, share, and subscribe ya!

Semoga bermanfaat ya!
",3010,430475,123,Si Paling Football Manager,"Buat kamu pemain Football Manager (FM) Mobile 2024, kamu sudah berada di channel yang tepat! 

Channel ini punya visi dan misi jadi one stop solution kamu yang cari video tutorial FM Mobile 2024 berisi tips & trick, sampai daftar pemain free agent gratisan & wonderkid, dan masih banyak lainnya. 

Channel ini dikelola pecinta sepakbola yang mulai cinta olahraga ini sejak Piala Dunia 2002 di Jepang-Korsel. Mulai bermain game manager bola sejak zaman Championship Manager 05 pas Messi baru masuk ke tim utama Barcelona  dari La Masiadan Cristiano Ronaldo baru masuk musim keduanya di MU. Mulai main game bola dari zaman WE 4 di PS.

Sekiranya teman-teman ada yang mau traktir gw beliin kopi bisa langsung transfer aja ke Bank BTPN rekening 90130084781 a.n Benediktus Krisna Yogatama, dengan keterangan transfer ""Traktir kopi Si Paling FM"". Berapa pun nominalnya bebas aja, seiklasnya aja manteman.

Langsung aja ditonton gaes. jangan lupa like, share, and subscribe ya!

Semoga bermanfaat ya!
","""football manager"" fm ""football manager mobile"" ""football manager 2024"" ""fm mobile 2024"" ""football manager mobile 2024"" ""games bola"" ""games hp"" ""game strategi"" ""game taktik"" ""football manager gameplay"" ""football manager tactics"" ""football manager player"" ""football manager tutorial""",https://www.youtube.com/channel/UCqUaXU5g5wzMC30tuuyq7ww,"[football manager, fm, football manager mobile, football manager 2024, fm mobile 2024, football manager mobile 2024, games bola, games hp, game strategi, game taktik, football manager gameplay, football manager tactics, football manager player, football manager tutorial]",14,id,ID
UCj3Yn48jS6Kg9PrEGk_FTuw,DarkHorseFM,"Yes. I am a Nigerian. 
I play Football Manager and FIFA with the teams that no one expects to win anything.
PC Gamer.
",4640,1204519,378,DarkHorseFM,"Yes. I am a Nigerian. 
I play Football Manager and FIFA with the teams that no one expects to win anything.
PC Gamer.
","""Football Manager"" ""football manager 2022"" FM22 ""FM Hints and Tips"" ""Football Manager tactics"" ""Football Videos"" Football Soccer ""FM Tutorial"" FIFA22 ""Football Tactics"" ""Football Manager Retro Tactics"" ""Football Manager How to Videos"" ""PC Gaming"" ""Gaming Channel"" ""Football Manager Gameplay"" ""Gameplay Videos"" ""Football Manager Games"" ""Best FM Tactics"" ""FM Training"" ""FM Set pieces"" ""FM Scouting"" ""FM Coaching"" ""FM Base"" ""FM Scout"" DarkHorseFM ""FM Tactics"" ""FM22 Tactics"" ""FM Help""",https://www.youtube.com/channel/UCj3Yn48jS6Kg9PrEGk_FTuw,"[Football Manager, football manager 2022, FM22, FM Hints and Tips, Football Manager tactics, Football Videos, Football, Soccer, FM Tutorial, FIFA22, Football Tactics, Football Manager Retro Tactics, Football Manager How to Videos, PC Gaming, Gaming Channel, Football Manager Gameplay, Gameplay Videos, Football Manager Games, Best FM Tactics, FM Training, FM Set pieces, FM Scouting, FM Coaching, FM Base, FM Scout, DarkHorseFM, FM Tactics, FM22 Tactics, FM Help]",29,en,GB
UCavSiAcURaXSWtfOtMonXXw,Zealand Live,"",91300,22379506,1081,Zealand Live,"","""Football Manager"" FM ""Football Manager 2023"" FM23 ""FM 23"" ""Football Manager 23"" FMBase workthespace doctorbenjy ""Zealand season recap"" FNG ""FM Scout"" ""Football Manager YouTube"" ""Zealand Save"" ""Zealand FM"" ""zealand football manager"" ""zealand football manager 2023"" ""Zealand FM save"" ""Zealand Football Manager Save"" ""Zealand FM23 Save"" ""Zealand Playing Fm"" ""Zealand Playing Football Manager"" ""Zealand Live"" ""zealand fm"" ""zealand live fm"" ""zealand peacocks"" ""zealand plays FM"" sidemen chrismd manny",https://www.youtube.com/channel/UCavSiAcURaXSWtfOtMonXXw,"[Football Manager, FM, Football Manager 2023, FM23, FM 23, Football Manager 23, FMBase, workthespace, doctorbenjy, Zealand season recap, FNG, FM Scout, Football Manager YouTube, Zealand Save, Zealand FM, zealand football manager, zealand football manager 2023, Zealand FM save, Zealand Football Manager Save, Zealand FM23 Save, Zealand Playing Fm, Zealand Playing Football Manager, Zealand Live, zealand fm, zealand live fm, zealand peacocks, zealand plays FM, sidemen, chrismd, manny]",30,,US
UCAw4t2n0JAjT9ezD16n4CzA,Arabic football manager,"قناة لمحبى لعبة فوتبول مانجر football manager
أحب القراءة و لعب الشطرنج و ألعاب الحاسوب الاستراتيجية و كل ما يجعلنى أنغمس فى التفاصيل و يبعدنى عن فرط التفكير  . لهذا قد لا تحتوى هذه القناة على أشياء مترابطة و لكن أضع فيها ما أحبه
فوتبول مانجر 2023 من أمتع ألعاب كرة القدم حيث تعد لعبة football manager 23 أكثرهم محاكاة للواقع و قد بذلنا جهدنا فى هذه القناة لشرح لعبة football manager 2023  فتعال معنا و استمتع بهذه اللعبة و لا سيما أنه قد تم تعريب FM23

",1950,153443,135,Arabic football manager,"قناة لمحبى لعبة فوتبول مانجر football manager
أحب القراءة و لعب الشطرنج و ألعاب الحاسوب الاستراتيجية و كل ما يجعلنى أنغمس فى التفاصيل و يبعدنى عن فرط التفكير  . لهذا قد لا تحتوى هذه القناة على أشياء مترابطة و لكن أضع فيها ما أحبه
فوتبول مانجر 2023 من أمتع ألعاب كرة القدم حيث تعد لعبة football manager 23 أكثرهم محاكاة للواقع و قد بذلنا جهدنا فى هذه القناة لشرح لعبة football manager 2023  فتعال معنا و استمتع بهذه اللعبة و لا سيما أنه قد تم تعريب FM23

","""football manager"" ""فوتبول مانجر"" فيفا fifa",https://www.youtube.com/channel/UCAw4t2n0JAjT9ezD16n4CzA,"[football manager, فوتبول مانجر, فيفا, fifa]",4,ar,EG
UC7QatCAqcWgFAvOYSE55EGA,The Mad Scientist FM,"Creator of custom throwback databases for Football Manager since 1996.

On this channel you'll find FM content like : Database trailers, FM series and experiments.

The 2007/08 database for FM24 is out Now!
",2820,159196,100,The Mad Scientist FM,"Creator of custom throwback databases for Football Manager since 1996.

On this channel you'll find FM content like : Database trailers, FM series and experiments.

The 2007/08 database for FM24 is out Now!
","""Football Manager"" ""Football Manager 2022"" FM22 TheMadScientistFM database ""fm database"" ""content creator"" ""fm content creator"" ""classic football"" ""football nostalgia"" nostalgia ""fm editor"" ""football manager skills"" ""football manager gameplay"" ""football manager game""",https://www.youtube.com/channel/UC7QatCAqcWgFAvOYSE55EGA,"[Football Manager, Football Manager 2022, FM22, TheMadScientistFM, database, fm database, content creator, fm content creator, classic football, football nostalgia, nostalgia, fm editor, football manager skills, football manager gameplay, football manager game]",15,en,
UC5Kalio8OqMEsqcrFbqns_Q,Trequinho,"Welcome to Treq's corner of the Football Manager 25 world.


If your buying FM25 then check out the link I have below which gets you a cheaper price than Steam and Fanatical but also supports me as  FM creator.

Also use code FMTREQ at checkout to get the extra 5% off, Pay by card and get FM25 for £35.04

 PRE-ORDER TODAY
 🛒 https://2game-europe.sjv.io/5g2R7j-treq




",16400,3763433,1423,Trequinho,"Welcome to Treq's corner of the Football Manager 25 world.


If your buying FM25 then check out the link I have below which gets you a cheaper price than Steam and Fanatical but also supports me as  FM creator.

Also use code FMTREQ at checkout to get the extra 5% off, Pay by card and get FM25 for £35.04

 PRE-ORDER TODAY
 🛒 https://2game-europe.sjv.io/5g2R7j-treq




","""FOOTBALL MANAGER 2024"" FM24 ""FM24 GRAPHICS"" ""FM24 REBUILD"" ""FM24 TACTICS"" ""FM24 STREAM"" ""FM24 LIVE"" ""FOOTBALL MANAGER 2024 TACTICS"" ""FOOTBALL MANAGER TACTICS"" ""FM24 FACEPACK"" ""FM24 CUSTOM FACES"" ""FM24 SKINS"" ""top eleven"" ""top eleven tactics""",https://www.youtube.com/channel/UC5Kalio8OqMEsqcrFbqns_Q,"[FOOTBALL MANAGER 2024, FM24, FM24 GRAPHICS, FM24 REBUILD, FM24 TACTICS, FM24 STREAM, FM24 LIVE, FOOTBALL MANAGER 2024 TACTICS, FOOTBALL MANAGER TACTICS, FM24 FACEPACK, FM24 CUSTOM FACES, FM24 SKINS, top eleven, top eleven tactics]",14,en,GB
UCGq_qIh4OXoib1z8WS-RvbA,Mave,"Buenas a todos, soy Mave, también conocido como TheMavericK en mi canal principal de FC.

En este canal encontrareis contenido extra, que nada tendrá que ver con FIFA ni Modo Carrera, habrán videos variados, sobre reacciones, otros juegos o lo que me apetezca, BIENVENIDO.
",4070,81233,51,Mave,"Buenas a todos, soy Mave, también conocido como TheMavericK en mi canal principal de FC.

En este canal encontrareis contenido extra, que nada tendrá que ver con FIFA ni Modo Carrera, habrán videos variados, sobre reacciones, otros juegos o lo que me apetezca, BIENVENIDO.
","Mave TheMaverick Maverick ""the maverick""",https://www.youtube.com/channel/UCGq_qIh4OXoib1z8WS-RvbA,"[Mave, TheMaverick, Maverick, the maverick]",4,es,ES
UC-fUecMPa372Q9ZpFhF_Rmw,Regista13,"¡Hola! ¡Bienvenidos!

La pelota es la protagonista en el canal. Aquí vas a encontrar todo lo necesario para que puedas aprender a jugar Football Manager, pero además, podrás divertirte viéndome sufrir con mis propias partidas... espero te diviertas tanto como yo. 

”Entrenar es una historia de amor con un club; tienes que esperar que dure para siempre y aceptar que podría acabarse mañana.” - Arséne Wenger",18800,3925295,1362,Regista13,"¡Hola! ¡Bienvenidos!

La pelota es la protagonista en el canal. Aquí vas a encontrar todo lo necesario para que puedas aprender a jugar Football Manager, pero además, podrás divertirte viéndome sufrir con mis propias partidas... espero te diviertas tanto como yo. 

”Entrenar es una historia de amor con un club; tienes que esperar que dure para siempre y aceptar que podría acabarse mañana.” - Arséne Wenger","football manager futbol español regista13 ""football manager"" ""copa libertadores"" ""champions league"" ""copa del mundo"" ""football manager 2023"" fm23 ""football manager 23"" ""futbol manager 2023"" ""football manager español"" ""football manager 2024"" ""football manager 2024 español"" fm24 ""fm24 español"" ""football manager 2024 tutorial"" ""premier league"" ""soccer manager"" ""modo carrera fifa"" ""modo carrera fc25""",https://www.youtube.com/channel/UC-fUecMPa372Q9ZpFhF_Rmw,"[football, manager, futbol, español, regista13, football manager, copa libertadores, champions league, copa del mundo, football manager 2023, fm23, football manager 23, futbol manager 2023, football manager español, football manager 2024, football manager 2024 español, fm24, fm24 español, football manager 2024 tutorial, premier league, soccer manager, modo carrera fifa, modo carrera fc25]",23,es,UY
UChXo7dA6HZiiGvD-LT5La3Q,YGormy,"Hello! My name is Gormy, and I am a Football Manager content creator!  I enjoy bringing my tactics, guides, and rebuilds to the FM community so that is what you will see here on my channel a majority of the time, as well as some Live Streams from time to time when I am able to do them!",4380,995186,313,YGormy,"Hello! My name is Gormy, and I am a Football Manager content creator!  I enjoy bringing my tactics, guides, and rebuilds to the FM community so that is what you will see here on my channel a majority of the time, as well as some Live Streams from time to time when I am able to do them!","",https://www.youtube.com/channel/UChXo7dA6HZiiGvD-LT5La3Q,[],0,en,US
UCtZ1J3zypv969yD8S8tdw-w,zimsmulaa,"BUY FM24 FOR ONLY £35!!! 
USE CODE: ZIMSMULA AT CHECKOUT
LINK IN BIO
https://linktr.ee/zimsmulaa

Catch Me Live Streaming on Twitch Everyday! 
",16100,1723876,462,zimsmulaa,"BUY FM24 FOR ONLY £35!!! 
USE CODE: ZIMSMULA AT CHECKOUT
LINK IN BIO
https://linktr.ee/zimsmulaa

Catch Me Live Streaming on Twitch Everyday! 
","wonderkid football gaming secondyellowcard ""rdf tactics"" rdf zealand zeaiand twitch tactics fmtactics ""best wonderkids"" workthespace foxintheboxfm doctorbenjy lolluju ""lets play"" ""fm plays"" Lollujo2 clayts joshdaly darkhorsefm ""hood gaming"" Manny ""Deluded Gooner"" ""Rants n Bants"" WOLFE3Y THEREALKOFIB FM24 ""Online Save"" ""Football Manager 24"" ""Football Manager"" FM25 ""Football Manager 25"" WTA ""Winner Takes All"" ""omega luke"" ""Tom FM"" nickrtfm Chroo ""The Cult of FM"" ""FM Scout"" ""aaron hunt"" JoshDaly",https://www.youtube.com/channel/UCtZ1J3zypv969yD8S8tdw-w,"[wonderkid, football, gaming, secondyellowcard, rdf tactics, rdf, zealand, zeaiand, twitch, tactics, fmtactics, best wonderkids, workthespace, foxintheboxfm, doctorbenjy, lolluju, lets play, fm plays, Lollujo2, clayts, joshdaly, darkhorsefm, hood gaming, Manny, Deluded Gooner, Rants n Bants, WOLFE3Y, THEREALKOFIB, FM24, Online Save, Football Manager 24, Football Manager, FM25, Football Manager 25, WTA, Winner Takes All, omega luke, Tom FM, nickrtfm, Chroo, The Cult of FM, FM Scout, aaron hunt, JoshDaly]",44,en,GB
UCMeE-o_D7HBHeLoTceFGugw,Holdmyheim,"Holdmyheim is the home of quality #footballmanager content. #FM24 #footballmanager2024

Make sure to subscribe for Football Manager 2024 videos covering:
✅ Save Series
✅ Tactic guides
✅ Save ideas
✅ Tips & Tricks
✅ Wonderkids
✅ Training guides
✅ Experiments
✅ ... and so much more!

Order FM24 and use code HOLDMYHEIM at checkout: https://www.fanatical.com/en/game/football-manager-2024/?ref=yjzknwj(Ad) 
🔔: MAKE SURE YOU SUBSCRIBE & TURN NOTIFICATIONS ON  
💜: Twitch:https://www.twitch.tv/holdmyheim 
🤖: Discord:https://discord.gg/4BdNbmH9a8 
⚫: TikTok:https://www.tiktok.com/@holdmyheim?lang=en

So, if you're ready to dominate the virtual football world, subscribe to my channel now and join the community of passionate football managers!",2670,503835,542,Holdmyheim,"Holdmyheim is the home of quality #footballmanager content. #FM24 #footballmanager2024

Make sure to subscribe for Football Manager 2024 videos covering:
✅ Save Series
✅ Tactic guides
✅ Save ideas
✅ Tips & Tricks
✅ Wonderkids
✅ Training guides
✅ Experiments
✅ ... and so much more!

Order FM24 and use code HOLDMYHEIM at checkout: https://www.fanatical.com/en/game/football-manager-2024/?ref=yjzknwj(Ad) 
🔔: MAKE SURE YOU SUBSCRIBE & TURN NOTIFICATIONS ON  
💜: Twitch:https://www.twitch.tv/holdmyheim 
🤖: Discord:https://discord.gg/4BdNbmH9a8 
⚫: TikTok:https://www.tiktok.com/@holdmyheim?lang=en

So, if you're ready to dominate the virtual football world, subscribe to my channel now and join the community of passionate football managers!","FM wonderkids Zealand Funny Sports Sport FIFA eafc eafc24 fm24 tactics ""football manager"" ""FM Guide"" ""FM Tutorial"" ""FM help"" ""Football Manager Help"" ""FM Tutorial"" ""Football Manager tutorial"" ""Zealand YouTube"" ""Zealand Football Manager"" ""Zealand FM"" ""football manager 2024"" ""hidden grounds"" ""how to play football manager"" ""football manager guide"" ""beginners guide to football manager"" ""how to start football manager"" ""eafc experiments"" ""football manager experiments"" Holdmyheim ""Football Manager""",https://www.youtube.com/channel/UCMeE-o_D7HBHeLoTceFGugw,"[FM, wonderkids, Zealand, Funny, Sports, Sport, FIFA, eafc, eafc24, fm24, tactics, football manager, FM Guide, FM Tutorial, FM help, Football Manager Help, FM Tutorial, Football Manager tutorial, Zealand YouTube, Zealand Football Manager, Zealand FM, football manager 2024, hidden grounds, how to play football manager, football manager guide, beginners guide to football manager, how to start football manager, eafc experiments, football manager experiments, Holdmyheim, Football Manager]",31,en,GB
UCt_IQJOkTNUo_uh_7mar1yg,Dinçer Deniz,"Football Manager  ile alakalı kariyer, tanıtım, taktik, transfer ve inceleme gibi bir çok videonun paylaşıldığı kanal.

İstanbul'da yaşıyorum, beden eğitimi ve spor öğretmeniyim, 15 yıl futbol oynadım, antrenörlük yaptım. Kısacası spor benim için bir yaşam biçimi :) 18 yıl önce Cm ile başlayıp şuan ise Fm ile devam eden bir oyun tutkum var.

#fm2024   #fm24   #footballmanager2024  ",10000,2117027,797,Dinçer Deniz,"Football Manager  ile alakalı kariyer, tanıtım, taktik, transfer ve inceleme gibi bir çok videonun paylaşıldığı kanal.

İstanbul'da yaşıyorum, beden eğitimi ve spor öğretmeniyim, 15 yıl futbol oynadım, antrenörlük yaptım. Kısacası spor benim için bir yaşam biçimi :) 18 yıl önce Cm ile başlayıp şuan ise Fm ile devam eden bir oyun tutkum var.

#fm2024   #fm24   #footballmanager2024  ","Futbol ""Football Manager"" ""FM 2021"" ""Spor Oyunları"" ""fifa 22"" ""fm 22"" ""fm 2022"" fm23 ""fm 2023"" ""football manager 2023"" ""football manager 2024"" fm24 fm2024 ""fm 2024""",https://www.youtube.com/channel/UCt_IQJOkTNUo_uh_7mar1yg,"[Futbol, Football Manager, FM 2021, Spor Oyunları, fifa 22, fm 22, fm 2022, fm23, fm 2023, football manager 2023, football manager 2024, fm24, fm2024, fm 2024]",14,tr,TR
