video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption,channelId,publishDayName,numeric_duration,publish_day_name,LikeRatio,CommentRatio
R3Vy_ghuQQ4,DoctorBenjy FM,Canary Island: 'We Go Again' - Episode 20 | Football Manager 2014,"Can we try and get 100 likes on this video!? 
Thank you for your continued support x

Twitter: http://www.twitter.com/DoctorBenjy
Twitch: http://www.twitch.tv/DoctorBenjy","[Football Manager 2014, 2015, DoctorBenjyFM, Ben Carr, FM Handheld, Canary Island, Norwich, City]",2014-10-13 06:10:15-07,1429.0,97.0,,5.0,PT13M46S,hd,false,UCCeR7BtDUauD9jlVT67epTg,,826.0,Monday,67.87963610916725,3.4989503149055285
zcgEw-9wPfU,DoctorBenjy FM,FOOTBALL MANAGER 2017 | THE LIVERPOOL SAVE LIVE | WITH Q&A,"THE LIVERPOOL SAVE CONTINUED! .
Ask me questions and I'll answer them :)",,2017-10-13 06:55:38-07,5639.0,231.0,,3.0,PT1H20M6S,hd,false,UCCeR7BtDUauD9jlVT67epTg,,4806.0,Friday,40.96471005497428,0.5320092214931725
jKGA12UVY9E,DoctorBenjy FM,MY TOP 25 FAVOURITE PLAYERS | PLAYER #23 | FOOTBALL MANAGER,"There was drama in Parma
-TWITTER: http://www.twitter.com/doctorbenjy
-SUPPORT ON PATREON: http://www.patreon.com/DoctorBenjy
-TWITCH: http://www.twitch.tv/doctorbenjy
-STORE: https://teespring.com/stores/doctorbenjys-store
-SNAPCHAT: DoctorBenjy

Second Channel https://www.youtube.com/channel/UCTB8NeWufo7ju-sWbErjTug
Subscribe on Youtube http://tinyurl.com/subBENJY
Like on Facebook http://www.facebook.com/DoctorBenjyFm
Follow on Twitch http://www.Twitch.tv/DoctorBenjy","[Football Manager 2019, FM19, Football Manager, Lets Play, Tactics, Training, Wonderkids, Shortlist]",2018-12-03 00:00:03-08,13051.0,800.0,,30.0,PT3M9S,hd,false,UCCeR7BtDUauD9jlVT67epTg,,189.0,Monday,61.29798482874876,2.2986744310780782
Qx-dw-MhOiY,Domingo Replay,On DÉMARRE TRÈS FORT cette saison ! (Football Manager 2019) #2,"🔥 Ma chaîne principale : https://bit.ly/2cBUQdN

► Mon Twitter : https://bit.ly/2kGPVap
► Instagram : https://bit.ly/2LdXUZr
► Discord: https://bit.ly/2LdYgPL

🎥 Vidéo YouTube #DomingoReplay

Miniature par : https://twitter.com/pat_graphic","[domingo, domingo replay, domingo gameplay, live twitch domingo, live domingo, twitch domingo, jeu de gestion, steam, gestion, rc lens, foot, football, ligue 1, ligue 2, football manager, football manager 2019, coach bizot]",2019-07-18 03:00:04-07,102340.0,1256.0,,82.0,PT2H51M10S,hd,false,UCfAV0Lg4IPzZyRQq_Nh-5KA,,10270.0,Thursday,12.27281610318546,0.8012507328512801
0_bSmlVi9BI,Domingo Replay,La FIN de saison ! (Football Manager 2019) #8,"🔥 Ma chaîne principale : https://bit.ly/2cBUQdN

► Mon Twitter : https://bit.ly/2kGPVap
► Instagram : https://bit.ly/2LdXUZr
► Discord: https://bit.ly/2LdYgPL

🎥 Vidéo YouTube #DomingoReplay

Miniature par : https://twitter.com/pat_graphic","[domingo, domingo replay, domingo gameplay, live twitch domingo, live domingo, twitch domingo, jeu de gestion, steam, gestion, rc lens, foot, football, ligue 1, ligue 2, football manager, football manager 2019, coach bizot, lens]",2019-07-25 03:00:00-07,45184.0,685.0,,52.0,PT2H11M25S,hd,false,UCfAV0Lg4IPzZyRQq_Nh-5KA,,7885.0,Thursday,15.160233711048159,1.1508498583569404
jyM3bQ-02KI,Domingo Replay,Mon début de saison le plus DIFFICILE ! (Football Manager) #25,"Nouvelle saison sur FM après la victoire en Europa !

🔥 Ma chaîne principale : https://bit.ly/2cBUQdN
📢 https://www.twitch.tv/domingo

► Mon Twitter : https://bit.ly/2kGPVap
► Instagram : https://bit.ly/2LdXUZr
► Discord: https://bit.ly/2LdYgPL

🎥 Vidéo YouTube #DomingoReplay

Miniature par : https://twitter.com/pat_graphic","[domingo, domingo replay, domingo gameplay, live twitch domingo, live domingo, twitch domingo, rc lens, foot, football, ligue 1, football manager 2019, coach bizot, lens, ligue des champions, eufa, saison fm]",2019-09-01 01:00:06-07,48142.0,560.0,,65.0,PT4H19M8S,hd,false,UCfAV0Lg4IPzZyRQq_Nh-5KA,,15548.0,Sunday,11.63225458020024,1.350172406630385
OT8RmoOA3gQ,Domingo Replay,Une session IN-CROY-ABLE ! 🔥 (Football Manager) #20,"🔥 Ma chaîne principale : https://bit.ly/2cBUQdN
📢 https://www.twitch.tv/domingo

► Mon Twitter : https://bit.ly/2kGPVap
► Instagram : https://bit.ly/2LdXUZr
► Discord: https://bit.ly/2LdYgPL

🎥 Vidéo YouTube #DomingoReplay

Miniature par : https://twitter.com/pat_graphic","[domingo, domingo replay, domingo gameplay, live twitch domingo, live domingo, twitch domingo, jeu de gestion, steam, gestion, rc lens, foot, football, ligue 1, ligue 2, football manager, football manager 2019, coach bizot, lens, ligue des champions, eufa, europa]",2019-08-22 03:59:28-07,65271.0,921.0,,81.0,PT4H47M52S,hd,false,UCfAV0Lg4IPzZyRQq_Nh-5KA,,17272.0,Thursday,14.110401250172359,1.2409799145102725
7p6KximeLng,Domingo Replay,La suite de cette saison de rêve en nocturne ! #3 (Football Manager 2019),"🔥 Ma chaîne principale : https://bit.ly/2cBUQdN

► Mon Twitter : https://bit.ly/2kGPVap
► Snapchat : DominGoSurSnap
► Instagram : https://bit.ly/2LdXUZr
► Discord: https://bit.ly/2LdYgPL
► https://shop.domingo.tv/

🎥 Vidéo YouTube #DomingoReplay","[domingo, domingo replay, coach bizot, football manager, football manager 2019, fm, wolves]",2018-12-11 01:00:01-08,35071.0,494.0,,35.0,PT2H37M41S,hd,false,UCfAV0Lg4IPzZyRQq_Nh-5KA,,9461.0,Tuesday,14.085711841692568,0.9979755353425906
iK4CELb1Pgo,Domingo Replay,Le Barça au Stade Bollaert ! (Football Manager) #28,"Bientôt la fin de saison !

► Pour continuer l'aventure du Coach Bizot, la save est ici : https://www.mediafire.com/file/h6uouksf6uiugox/RC_Lens_-_Coach_Bizot_fin_de_S4.fm/file

🔥 Ma chaîne principale : https://bit.ly/2cBUQdN
📢 https://www.twitch.tv/domingo

► Mon Twitter : https://bit.ly/2kGPVap
► Instagram : https://bit.ly/2LdXUZr
► Discord: https://bit.ly/2LdYgPL

🎥 Vidéo YouTube #DomingoReplay

Miniature par : https://twitter.com/pat_graphic","[domingo, domingo replay, domingo gameplay, live twitch domingo, live domingo, twitch domingo, rc lens, foot, football, ligue 1, football manager 2019, coach bizot, lens, ligue des champions, eufa, saison fm, ldc, fm]",2019-09-07 07:00:12-07,38192.0,483.0,,32.0,PT1H54M55S,hd,false,UCfAV0Lg4IPzZyRQq_Nh-5KA,,6895.0,Saturday,12.646627565982405,0.8378718056137411
fWGc6tfmA1c,Domingo Replay,Lens me contacte IRL ! (Football Manager) #27,"Le RC Lens va faire une grosse offre pour le Coach Bizot ?

🔥 Ma chaîne principale : https://bit.ly/2cBUQdN
📢 https://www.twitch.tv/domingo

► Mon Twitter : https://bit.ly/2kGPVap
► Instagram : https://bit.ly/2LdXUZr
► Discord: https://bit.ly/2LdYgPL

🎥 Vidéo YouTube #DomingoReplay

Miniature par : https://twitter.com/pat_graphic","[domingo, domingo replay, domingo gameplay, live twitch domingo, live domingo, twitch domingo, rc lens, foot, football, ligue 1, football manager 2019, coach bizot, lens, ligue des champions, eufa, saison fm, ldc, fm]",2019-09-06 02:00:13-07,60279.0,745.0,,34.0,PT3H54M6S,hd,false,UCfAV0Lg4IPzZyRQq_Nh-5KA,,14046.0,Friday,12.359196403390898,0.564043862705088
JYasOjkiLoM,Domingo Replay,Le CHANT des SUPPORTERS 😍 ! (Football Manager 2019) #5,"🔥 Ma chaîne principale : https://bit.ly/2cBUQdN

► Mon Twitter : https://bit.ly/2kGPVap
► Instagram : https://bit.ly/2LdXUZr
► Discord: https://bit.ly/2LdYgPL

🎥 Vidéo YouTube #DomingoReplay

Miniature par : https://twitter.com/pat_graphic","[domingo, domingo replay, domingo gameplay, live twitch domingo, live domingo, twitch domingo, jeu de gestion, steam, gestion, rc lens, foot, football, ligue 1, ligue 2, football manager, football manager 2019, coach bizot, lens]",2019-07-22 03:00:02-07,49699.0,772.0,,46.0,PT2H15M33S,hd,false,UCfAV0Lg4IPzZyRQq_Nh-5KA,,8133.0,Monday,15.533511740678886,0.9255719430974466
g-6w5qLTsWw,Domingo Replay,Mais c'est FOU ce qu'il se passe ! (Football Manager 2019) #3,"🔥 Ma chaîne principale : https://bit.ly/2cBUQdN

► Mon Twitter : https://bit.ly/2kGPVap
► Instagram : https://bit.ly/2LdXUZr
► Discord: https://bit.ly/2LdYgPL

🎥 Vidéo YouTube #DomingoReplay

Miniature par : https://twitter.com/pat_graphic","[domingo, domingo replay, domingo gameplay, live twitch domingo, live domingo, twitch domingo, jeu de gestion, steam, gestion, rc lens, foot, football, ligue 1, ligue 2, football manager, football manager 2019, coach bizot]",2019-07-18 08:00:06-07,59703.0,845.0,,36.0,PT2H53S,hd,false,UCfAV0Lg4IPzZyRQq_Nh-5KA,,7253.0,Thursday,14.153392626836172,0.6029847746344404
zjPNIsL1Zxw,Domingo Replay,Fin du MERCATO avant la Saison 3 du RC Lens ! (Football Manager 2019) #17,"🔥 Ma chaîne principale : https://bit.ly/2cBUQdN
📢 https://www.twitch.tv/domingo

► Mon Twitter : https://bit.ly/2kGPVap
► Instagram : https://bit.ly/2LdXUZr
► Discord: https://bit.ly/2LdYgPL

🎥 Vidéo YouTube #DomingoReplay

Miniature par : https://twitter.com/pat_graphic","[domingo, domingo replay, domingo gameplay, live twitch domingo, live domingo, twitch domingo, jeu de gestion, steam, gestion, rc lens, foot, football, ligue 1, ligue 2, football manager, football manager 2019, coach bizot, lens, ligue des champions, eufa, europa ligue, mercato]",2019-08-17 03:00:10-07,38594.0,568.0,,36.0,PT1H43M35S,hd,false,UCfAV0Lg4IPzZyRQq_Nh-5KA,,6215.0,Saturday,14.717313572057833,0.9327874799191583
NpI9-ABiPlA,Domingo Replay,ON RECONSTRUIT ! (Football Manager avec l'AJ Auxerre) #19,"On analyse le chantier que va être cette nouvelle saison sur FM !

🔥 Ma chaîne principale : http://bit.ly/youtubedomingo
📢 https://www.twitch.tv/domingo

Le matos que j'utilise :
● Casque : https://amzn.to/37nhk9x
● Clavier : https://amzn.to/2U0V3uC
● Souris : https://amzn.to/2RklqJZ

► Mon Twitter : http://bit.ly/twitterdomingo
► Instagram : http://bit.ly/padomingo
► Discord: https://discord.gg/uXTgJ5J

ON RECONSTRUIT ! (Football Manager avec l'AJ Auxerre) #19

© PAB Prod","[domingo replay, domingo football manager, domingo fm, coach bizot, domingo aj auxerre, domingo twitch, domingo stream, domingo live, domingo rediffusion fm, rediffusion fm, aj auxerre, nouvelle saison football manager, nouvelle saison fm, saison fm, nouvelle aventure fm, coach bizot fm, ligue 2 fm, ligue 1 fm, bizot out]",2021-02-20 04:37:18-08,51735.0,958.0,,57.0,PT2H4M16S,hd,false,UCfAV0Lg4IPzZyRQq_Nh-5KA,,7456.0,Saturday,18.517444669952642,1.1017686285879964
A7RYp-A8YTM,Domingo Replay,SESSION SCOUTING DE PEPITES ! (Football Manager avec l'AJ Auxerre) #15,"Suite de l'aventure avec l'AJ Auxerre en L1 !

🔥 Ma chaîne principale : http://bit.ly/youtubedomingo
📢 https://www.twitch.tv/domingo

Le matos que j'utilise :
● Casque : https://amzn.to/37nhk9x
● Clavier : https://amzn.to/2U0V3uC
● Souris : https://amzn.to/2RklqJZ

► Mon Twitter : http://bit.ly/twitterdomingo
► Instagram : http://bit.ly/padomingo
► Discord: https://discord.gg/uXTgJ5J

SESSION SCOUTING DE PEPITES ! (Football Manager avec l'AJ Auxerre) #15

© PAB Prod","[domingo replay, domingo football manager, domingo fm, coach bizot, domingo aj auxerre, domingo twitch, domingo stream, domingo live, domingo rediffusion fm, rediffusion fm, aj auxerre, nouvelle saison football manager, nouvelle saison fm, saison fm, nouvelle aventure fm, coach bizot fm, ligue 2 fm, ligue 1 fm]",2021-02-14 03:00:06-08,69564.0,1017.0,,64.0,PT3H43M59S,hd,false,UCfAV0Lg4IPzZyRQq_Nh-5KA,,13439.0,Sunday,14.619630843539761,0.920016100281755
oFLYmQhioOg,Domingo Replay,LE MERCATO EST (ENFIN) OUVERT 🤑 ! (Football Manager avec Lyon) #5,"Le Coach a déjà ses idées pour l'ouverture du mercato qui s'annonce très animé !

🔥 Ma chaîne principale : http://bit.ly/youtubedomingo
📢 https://www.twitch.tv/domingo

J’utilise le téléphone OPPO Find X5 Pro, disponible ici : https://bit.ly/3KAZBzQ

► Mon Twitter : http://bit.ly/twitterdomingo
► TikTok : https://bit.ly/35M6OND
► Instagram : http://bit.ly/padomingo
► Discord: https://discord.gg/uXTgJ5J

LE MERCATO EST (ENFIN) OUVERT 🤑 ! (Football Manager avec Lyon) #5

© PAB Prod","[games, twitch]",2022-12-27 15:45:00-08,90798.0,1752.0,,78.0,PT2H37M51S,hd,false,UCfAV0Lg4IPzZyRQq_Nh-5KA,,9471.0,Tuesday,19.295579197779684,0.85904975880526
KHuwhRUlqnE,Domingo Replay,LUI SEUL PEUT SAUVER LYON ! (Nouvelle aventure Football Manager) #1,"Le club de cœur du coach Bizot pour cette nouvelle saison sur FM ! 

🔥 Ma chaîne principale : http://bit.ly/youtubedomingo
📢 https://www.twitch.tv/domingo

J’utilise le téléphone OPPO Find X5 Pro, disponible ici : https://bit.ly/3KAZBzQ

► Mon Twitter : http://bit.ly/twitterdomingo
► TikTok : https://bit.ly/35M6OND
► Instagram : http://bit.ly/padomingo
► Discord: https://discord.gg/uXTgJ5J

LUI SEUL PEUT SAUVER LYON ! (Nouvelle aventure Football Manager) #1

© PAB Prod",,2022-12-22 03:00:19-08,324686.0,6096.0,,234.0,PT3H40M10S,hd,false,UCfAV0Lg4IPzZyRQq_Nh-5KA,,13210.0,Thursday,18.775062675939218,0.7206963035055407
uuRqu4TbOhA,Domingo Replay,LES ULTRAS ARRIVENT ! (Football Manager avec FC Schalke 04) #3,"Les ultras sont avec nous pour pousser l'équipe !

🔥 Ma chaîne principale : http://bit.ly/youtubedomingo
📢 https://www.twitch.tv/domingo

Le matos que j'utilise :
● Casque : https://amzn.to/37nhk9x
● Clavier : https://amzn.to/2U0V3uC
● Souris : https://amzn.to/2RklqJZ
● Tapis de souris : https://amzn.to/37lfkP3
● Webcam : https://amzn.to/31eMmjj
● Volant : https://amzn.to/3y1NrJB

► Mon Twitter : http://bit.ly/twitterdomingo
► Instagram : http://bit.ly/padomingo
► Discord: https://discord.gg/uXTgJ5J

LES ULTRAS ARRIVENT ! (Football Manager avec FC Schalke 04) #3

© PAB Prod",,2022-01-28 03:03:06-08,103861.0,1789.0,,37.0,PT3H2M20S,hd,false,UCfAV0Lg4IPzZyRQq_Nh-5KA,,10940.0,Friday,17.22494487825074,0.35624536640317345
ahk1yft_lkc,Domingo Replay,LE COACH EST DE RETOUR ! (nouvelle aventure FM),"Rendez-vous demain (mercredi) à 19h30 pour le début d'une nouvelle aventure Football Manager !

🔥 Ma chaîne principale : http://bit.ly/youtubedomingo
📢 https://www.twitch.tv/domingo

J’utilise le téléphone OPPO Find X5 Pro, disponible ici : https://bit.ly/3KAZBzQ

► Mon Twitter : http://bit.ly/twitterdomingo
► TikTok : https://bit.ly/35M6OND
► Instagram : http://bit.ly/padomingo
► Discord: https://discord.gg/uXTgJ5J

LE COACH EST DE RETOUR ! (nouvelle aventure FM)

© PAB Prod",,2022-12-20 12:40:00-08,34863.0,1923.0,,78.0,PT3M57S,hd,false,UCfAV0Lg4IPzZyRQq_Nh-5KA,,237.0,Tuesday,55.158764305997764,2.2373289734102055
VHHvGNsEwCw,Domingo Replay,LES DÉBUTS D'UNE CRISE… (Football Manager avec l'AJ Auxerre) #16,"L'ombre de la crise Bizot Out... 

🔥 Ma chaîne principale : http://bit.ly/youtubedomingo
📢 https://www.twitch.tv/domingo

Le matos que j'utilise :
● Casque : https://amzn.to/37nhk9x
● Clavier : https://amzn.to/2U0V3uC
● Souris : https://amzn.to/2RklqJZ

► Mon Twitter : http://bit.ly/twitterdomingo
► Instagram : http://bit.ly/padomingo
► Discord: https://discord.gg/uXTgJ5J

LES DÉBUTS D'UNE CRISE… (Football Manager avec l'AJ Auxerre) #16

© PAB Prod","[domingo replay, domingo football manager, domingo fm, coach bizot, domingo aj auxerre, domingo twitch, domingo stream, domingo live, domingo rediffusion fm, rediffusion fm, aj auxerre, nouvelle saison football manager, nouvelle saison fm, saison fm, nouvelle aventure fm, coach bizot fm, ligue 2 fm, ligue 1 fm, bizot out]",2021-02-18 03:59:12-08,65702.0,1044.0,,69.0,PT3H38M52S,hd,false,UCfAV0Lg4IPzZyRQq_Nh-5KA,,13132.0,Thursday,15.889927247267968,1.0501963410550668
8QYXyOkrfZI,Domingo Replay,Fin de saison : remise en question ? (Football Manager avec l’AJ Auxerre) #26,"Fin de saison, le temps des comptes !

🔥 Ma chaîne principale : http://bit.ly/youtubedomingo
📢 https://www.twitch.tv/domingo

Le matos que j'utilise :
● Casque : https://amzn.to/37nhk9x
● Clavier : https://amzn.to/2U0V3uC
● Souris : https://amzn.to/2RklqJZ

► Mon Twitter : http://bit.ly/twitterdomingo
► Instagram : http://bit.ly/padomingo
► Discord: https://discord.gg/uXTgJ5J

Fin de saison : remise en question ? (Football Manager avec l’AJ Auxerre) #26

© PAB Prod","[domingo replay, domingo football manager, domingo fm, coach bizot, domingo aj auxerre, domingo twitch, domingo stream, domingo live, domingo rediffusion fm, rediffusion fm, aj auxerre, nouvelle saison football manager, nouvelle saison fm, saison fm, nouvelle aventure fm, coach bizot fm, ligue 2 fm, ligue 1 fm, bizot out, remise en question, fin de saison fm, fin de saison]",2021-03-12 03:00:06-08,60361.0,949.0,,45.0,PT3H42M24S,hd,false,UCfAV0Lg4IPzZyRQq_Nh-5KA,,13344.0,Friday,15.722072198936399,0.7455144878315468
5dUGUmv8fIw,Domingo Replay,C'EST LA REPRISE ! (Football Manager avec l’AJ Auxerre) #29,"Reprise après le chantier du mercato !

🔥 Ma chaîne principale : http://bit.ly/youtubedomingo
📢 https://www.twitch.tv/domingo

Le matos que j'utilise :
● Casque : https://amzn.to/37nhk9x
● Clavier : https://amzn.to/2U0V3uC
● Souris : https://amzn.to/2RklqJZ

► Mon Twitter : http://bit.ly/twitterdomingo
► Instagram : http://bit.ly/padomingo
► Discord: https://discord.gg/uXTgJ5J

C'EST LA REPRISE ! (Football Manager avec l’AJ Auxerre) #29

© PAB Prod","[domingo replay, domingo football manager, domingo fm, coach bizot, domingo aj auxerre, domingo twitch, domingo stream, domingo live, domingo rediffusion fm, rediffusion fm, aj auxerre, nouvelle saison football manager, nouvelle saison fm, saison fm, nouvelle aventure fm, coach bizot fm, fm, mercato]",2021-03-20 08:00:01-07,48276.0,786.0,,50.0,PT2H47M38S,hd,false,UCfAV0Lg4IPzZyRQq_Nh-5KA,,10058.0,Saturday,16.281382053194132,1.035711326539067
SW6JEW8m_K0,Domingo Replay,Mais C'EST FOU ce qu'il se passe ! (Football Manager) #13,"Mes joueurs reprennent du poil de la bête !

Les différents packs utilisés sont ici : https://pastebin.com/zSqNULfS

🔥 Ma chaîne principale : https://bit.ly/2cBUQdN
📢 https://www.twitch.tv/domingo

► Mon Twitter : https://bit.ly/2kGPVap
► Instagram : https://bit.ly/2LdXUZr
► Discord: https://discord.gg/uXTgJ5J

🎥 Vidéo YouTube #DomingoReplay
Mais C'EST FOU ce qu'il se passe ! (Football Manager) #13

© PAB Productions","[domingo, domingo replay, domingo gameplay, football manager, football manager 2020, fm, coach bizot, coach, leeds, leeds united, gameplay fm, aventure fm, saison, foot, football]",2020-02-20 03:08:20-08,85050.0,1236.0,,59.0,PT4H18M9S,hd,false,UCfAV0Lg4IPzZyRQq_Nh-5KA,,15489.0,Thursday,14.5326278659612,0.6937095825984715
OoGsSxYX8hA,Domingo Replay,LES PREMIÈRES RECRUES ARRIVENT 🤩 (Football Manager avec Lyon) #2,"Deuxième journée sur FM en BAAAAAAAAAALLLLLLEEEE !

🔥 Ma chaîne principale : http://bit.ly/youtubedomingo
📢 https://www.twitch.tv/domingo

J’utilise le téléphone OPPO Find X5 Pro, disponible ici : https://bit.ly/3KAZBzQ

► Mon Twitter : http://bit.ly/twitterdomingo
► TikTok : https://bit.ly/35M6OND
► Instagram : http://bit.ly/padomingo
► Discord: https://discord.gg/uXTgJ5J

LES PREMIÈRES RECRUES ARRIVENT 🤩 (Football Manager avec Lyon) #2

© PAB Prod",,2022-12-23 07:00:12-08,171814.0,2771.0,,94.0,PT4H10M59S,hd,false,UCfAV0Lg4IPzZyRQq_Nh-5KA,,15059.0,Friday,16.127905758552853,0.5471032628307355
CvETG2prhPI,Domingo Replay,DÉBUT DE SAISON ! (Football Manager avec FC Schalke 04) #2,"Et c'est un début de saison qui démarre !

🔥 Ma chaîne principale : http://bit.ly/youtubedomingo
📢 https://www.twitch.tv/domingo

Le matos que j'utilise :
● Casque : https://amzn.to/37nhk9x
● Clavier : https://amzn.to/2U0V3uC
● Souris : https://amzn.to/2RklqJZ
● Tapis de souris : https://amzn.to/37lfkP3
● Webcam : https://amzn.to/31eMmjj
● Volant : https://amzn.to/3y1NrJB

► Mon Twitter : http://bit.ly/twitterdomingo
► Instagram : http://bit.ly/padomingo
► Discord: https://discord.gg/uXTgJ5J

DÉBUT DE SAISON ! (Football Manager avec FC Schalke 04) #2

© PAB Prod",,2022-01-26 23:42:59-08,143863.0,2350.0,,50.0,PT3H8M5S,hd,false,UCfAV0Lg4IPzZyRQq_Nh-5KA,,11285.0,Wednesday,16.334985368023744,0.347552880170718
AVoFxKpBjGg,Domingo Replay,LE COACH BIZOT EST DE RETOUR ! (Aventure FM avec le Leeds United) #1,"Une nouvelle aventure Football Manager : cette année le coach Bizot sera l'entraîneur de Leeds United !

Les différents packs utilisés sont ici :  https://pastebin.com/zSqNULfS

🔥 Ma chaîne principale : https://bit.ly/2cBUQdN
📢 https://www.twitch.tv/domingo

► Mon Twitter : https://bit.ly/2kGPVap
► Instagram : https://bit.ly/2LdXUZr
► Discord: https://discord.gg/uXTgJ5J

🎥 Vidéo YouTube #DomingoReplay
LE COACH BIZOT EST DE RETOUR ! (Aventure FM avec le Leeds United) #1

© PAB Productions","[domingo, domingo replay, domingo gameplay, football manager, football manager 2020, fm, coach bizot, coach, leeds, leeds united, gameplay fm, aventure fm, saison, foot, football]",2020-01-23 23:29:20-08,234575.0,4094.0,,197.0,PT4H35M13S,hd,false,UCfAV0Lg4IPzZyRQq_Nh-5KA,,16513.0,Thursday,17.452840242992647,0.8398166897580731
fgzsMg4_ELY,Domingo Replay,ON JOUE LE TITRE ! (Fin de saison FM avec l’AJA) #33,"Grosse session FM, on joue le titre avec l'équipe !

🔥 Ma chaîne principale : http://bit.ly/youtubedomingo
📢 https://www.twitch.tv/domingo

Le matos que j'utilise :
● Casque : https://amzn.to/37nhk9x
● Clavier : https://amzn.to/2U0V3uC
● Souris : https://amzn.to/2RklqJZ

► Mon Twitter : http://bit.ly/twitterdomingo
► Instagram : http://bit.ly/padomingo
► Discord: https://discord.gg/uXTgJ5J

ON JOUE LE TITRE ! (Football Manager avec l’AJ Auxerre) #33

© PAB Prod","[domingo replay, domingo football manager, domingo fm, coach bizot, domingo aj auxerre, domingo twitch, domingo stream, domingo live, domingo rediffusion fm, rediffusion fm, aj auxerre, nouvelle saison football manager, nouvelle saison fm, saison fm, nouvelle aventure fm, coach bizot fm, fm, titre]",2021-04-03 05:00:23-07,43196.0,744.0,,34.0,PT4H6M,hd,false,UCfAV0Lg4IPzZyRQq_Nh-5KA,,14760.0,Saturday,17.223817020094454,0.7871099175849616
0q3ugz2T7no,Domingo Replay,INTOUCHABLE ? (Football Manager) #25,"Une sessions INCROYABLE !

Les différents packs utilisés sont ici : https://pastebin.com/zSqNULfS

🔥 Ma chaîne principale : https://bit.ly/2cBUQdN
📢 https://www.twitch.tv/domingo

► Mon Twitter : https://bit.ly/2kGPVap
► Instagram : https://bit.ly/2LdXUZr
► Discord: https://discord.gg/uXTgJ5J

🎥 Vidéo YouTube #DomingoReplay
INTOUCHABLE ? (Football Manager) #25

© PAB Productions","[domingo, domingo replay, football manager, coach bizot, domingo fm, domingo football manager, football manager 2020, aventure fm, domingo gameplay, twitch, games, replay, vod, game, fm, foot, football, coach, leeds, leeds united, gameplay fm]",2020-04-04 02:49:20-07,42348.0,741.0,,41.0,PT2H15M43S,hd,false,UCfAV0Lg4IPzZyRQq_Nh-5KA,,8143.0,Saturday,17.497874752054404,0.9681685085482196
Fdw70OoH4Qg,Domingo Replay,"REPRISE DES MATCHS, PAS LE DROIT À L'ERREUR ! (Football Manager avec Lyon) #7","Après le mercato estival, c'est le retour de la Ligue 1. L'OL doit performer d'entrée de jeu !

🔥 Ma chaîne principale : http://bit.ly/youtubedomingo
📢 https://www.twitch.tv/domingo

J’utilise le téléphone OPPO Find X5 Pro, disponible ici : https://bit.ly/3KAZBzQ

► Mon Twitter : http://bit.ly/twitterdomingo
► TikTok : https://bit.ly/35M6OND
► Instagram : http://bit.ly/padomingo
► Discord: https://discord.gg/uXTgJ5J

REPRISE DES MATCHS, PAS LE DROIT À L'ERREUR ! (Football Manager avec Lyon) #7

© PAB Prod","[games, twitch]",2022-12-30 00:09:49-08,104844.0,1695.0,,60.0,PT3H2M40S,hd,false,UCfAV0Lg4IPzZyRQq_Nh-5KA,,10960.0,Friday,16.166876502231887,0.5722788142382969
d92X7ILGLkg,Domingo Replay,LA COLÈRE DU COACH BIZOT ! (Football Manager avec l'AJ Auxerre) #7,"Mais c'est quoi ça ?!

Mon mod skin : https://pastebin.com/zMe5xcLg

🔥 Ma chaîne principale : http://bit.ly/youtubedomingo
📢 https://www.twitch.tv/domingo

Le matos que j'utilise :
● Casque : https://amzn.to/37nhk9x
● Clavier : https://amzn.to/2U0V3uC
● Souris : https://amzn.to/2RklqJZ

► Mon Twitter : http://bit.ly/twitterdomingo
► Instagram : http://bit.ly/padomingo
► Discord: https://discord.gg/uXTgJ5J

LA COLÈRE DU COACH BIZOT ! (Football Manager avec l'AJ Auxerre) #7

© PAB Prod","[domingo replay, domingo football manager, domingo fm, coach bizot, domingo aj auxerre, domingo twitch, domingo stream, domingo live, domingo rediffusion fm, rediffusion fm, aj auxerre, nouvelle saison football manager, nouvelle saison fm, saison fm, nouvelle aventure fm, quelques doutes fm, quelques doutes, coach bizot fm]",2021-01-28 07:32:15-08,72654.0,1264.0,,62.0,PT2H59M52S,hd,false,UCfAV0Lg4IPzZyRQq_Nh-5KA,,10792.0,Thursday,17.397528009469543,0.8533597599581578
